epoch=01 loss=1.2468 train_acc=0.5544
epoch=02 loss=0.8948 train_acc=0.6831
epoch=03 loss=0.7642 train_acc=0.7317
epoch=04 loss=0.6801 train_acc=0.7617
epoch=05 loss=0.6134 train_acc=0.7845
epoch=06 loss=0.5526 train_acc=0.8056
epoch=07 loss=0.4997 train_acc=0.8244
epoch=08 loss=0.4561 train_acc=0.8390
epoch=09 loss=0.4083 train_acc=0.8545
epoch=10 loss=0.3747 train_acc=0.8664

position=bottom_left clean_acc=0.7210 asr=0.9704
